TransactionID,CustomerID,ProductID,Timestamp,Quantity,UnitPrice,TotalPrice,PaymentMethod,Discount,Tax,OrderStatus
2700,498,P0773,2024-11-20,3,1105.15,3315.45,Debit Card,0.15,265.24,Completed
2701,474,P0082,2024-07-11,2,702.39,1404.78,Cash,0.05,112.38,Completed
2702,354,P0091,2024-01-30,1,1818.28,1818.28,Credit Card,0.1,145.46,Completed
2703,190,P0496,2023-08-29,4,1796.06,7184.23,Credit Card,0.0,574.74,Failed
2704,41,P0965,2023-01-15,4,1223.52,4894.09,Debit Card,0.0,391.53,Failed
2705,422,P0794,2024-02-01,4,1595.55,6382.21,Credit Card,0.0,510.58,Completed
2706,432,P0274,2024-08-05,3,817.16,2451.47,Debit Card,0.05,196.12,Completed
2707,282,P0149,2023-09-24,2,1667.17,3334.34,Cash,0.0,266.75,Completed
2708,490,P0005,2024-07-22,2,222.49,444.98,Cash,0.05,35.6,Completed
2709,375,P0137,2024-05-29,2,1814.22,3628.44,Credit Card,0.1,290.28,Completed
2710,499,P0419,2024-09-19,2,1585.82,3171.64,Debit Card,0.0,253.73,Completed
2711,79,P0200,2023-08-10,2,769.35,1538.7,Credit Card,0.0,123.1,Completed
2712,301,P0374,2024-01-24,4,368.42,1473.68,Credit Card,0.15,117.89,Completed
2713,273,P0745,2024-06-08,4,497.17,1988.69,PayPal,0.0,159.1,Completed
2714,410,P0580,2024-04-20,4,1640.6,6562.41,Debit Card,0.1,524.99,Completed
2715,72,P0593,2023-01-25,1,1038.74,1038.74,Cash,0.0,83.1,Completed
2716,215,P0831,2023-04-07,4,1180.79,4723.17,Credit Card,0.05,377.85,Completed
2717,345,P0045,2023-08-29,2,1444.59,2889.17,Debit Card,0.0,231.13,Completed
2718,42,P0788,2024-08-25,4,1645.06,6580.24,Debit Card,0.0,526.42,Pending
2719,11,P0624,2023-02-08,1,1307.68,1307.68,Cash,0.0,104.61,Completed
2720,479,P0477,2023-01-16,2,1233.2,2466.39,Credit Card,0.0,197.31,Completed
2721,428,P0386,2024-02-07,2,145.72,291.45,PayPal,0.1,23.32,Completed
2722,368,P0462,2024-04-19,1,754.61,754.61,Credit Card,0.0,60.37,Completed
2723,27,P0816,2024-09-27,2,1989.96,3979.91,Cash,0.0,318.39,Completed
2724,18,P0801,2023-08-18,1,1166.91,1166.91,Debit Card,0.2,93.35,Pending
2725,338,P0266,2024-12-02,3,1819.57,5458.71,Credit Card,0.0,436.7,Failed
2726,153,P0992,2024-12-19,1,1037.03,1037.03,Credit Card,0.0,82.96,Completed
2727,170,P0429,2023-06-02,1,1439.17,1439.17,Cash,0.0,115.13,Completed
2728,30,P0635,2023-05-29,3,468.89,1406.66,PayPal,0.0,112.53,Completed
2729,45,P0581,2023-03-16,2,281.86,563.72,Cash,0.0,45.1,Failed
2730,241,P0253,2024-09-06,4,1559.31,6237.23,Credit Card,0.0,498.98,Completed
2731,447,P0998,2024-05-08,4,1157.25,4629.01,Debit Card,0.2,370.32,Completed
2732,472,P0927,2024-11-23,4,1580.43,6321.73,Debit Card,0.0,505.74,Completed
2733,347,P0456,2023-01-31,3,1484.69,4454.08,Credit Card,0.0,356.33,Completed
2734,135,P0447,2023-07-26,3,1736.69,5210.07,Debit Card,0.0,416.81,Completed
2735,67,P0645,2023-02-05,1,1767.29,1767.29,Debit Card,0.0,141.38,Pending
2736,138,P0562,2023-03-01,3,307.23,921.7,Credit Card,0.0,73.74,Completed
2737,75,P0557,2023-10-16,4,986.34,3945.35,PayPal,0.0,315.63,Completed
2738,270,P0407,2023-12-27,4,1374.92,5499.69,Cash,0.0,439.98,Completed
2739,353,P0924,2023-05-14,2,1353.62,2707.25,Credit Card,0.1,216.58,Pending
2740,327,P0046,2024-03-13,4,1462.2,5848.81,Cash,0.0,467.9,Completed
2741,5,P0965,2024-07-25,2,860.34,1720.68,Credit Card,0.0,137.65,Completed
2742,301,P0969,2024-02-10,3,368.48,1105.44,Credit Card,0.05,88.43,Completed
2743,16,P0092,2023-09-23,4,657.18,2628.74,Debit Card,0.0,210.3,Completed
2744,283,P0941,2024-03-05,1,250.31,250.31,Debit Card,0.0,20.02,Completed
2745,311,P0344,2024-02-05,3,551.32,1653.95,Credit Card,0.0,132.32,Completed
2746,129,P0817,2023-05-03,2,1989.24,3978.48,Cash,0.0,318.28,Completed
2747,232,P0815,2024-09-07,3,522.68,1568.03,Debit Card,0.0,125.44,Completed
2748,149,P0292,2023-03-11,2,298.82,597.65,PayPal,0.0,47.81,Completed
2749,251,P0482,2024-11-23,3,1556.2,4668.59,Debit Card,0.2,373.49,Completed
2750,46,P0706,2024-09-30,2,1327.6,2655.21,Debit Card,0.0,212.42,Completed
2751,490,P0062,2023-10-16,2,1764.54,3529.07,Cash,0.0,282.33,Failed
2752,69,P0879,2023-06-28,4,104.96,419.84,Debit Card,0.0,33.59,Completed
2753,465,P0963,2023-06-18,1,1340.92,1340.92,PayPal,0.0,107.27,Completed
2754,307,P0630,2023-04-07,4,394.42,1577.66,Credit Card,0.0,126.21,Completed
2755,124,P0552,2023-12-13,1,969.7,969.7,Debit Card,0.0,77.58,Completed
2756,150,P0879,2023-02-26,4,1444.8,5779.2,Debit Card,0.1,462.34,Completed
2757,477,P0696,2023-09-16,4,148.58,594.33,Credit Card,0.05,47.55,Completed
2758,16,P0977,2023-07-03,3,1984.7,5954.09,Debit Card,0.05,476.33,Pending
2759,64,P0312,2023-01-24,2,359.91,719.82,Debit Card,0.0,57.59,Completed
2760,279,P0736,2024-07-12,2,620.13,1240.25,PayPal,0.0,99.22,Completed
2761,480,P0797,2023-06-11,1,1297.41,1297.41,Cash,0.0,103.79,Completed
2762,130,P0473,2024-11-11,2,594.74,1189.49,PayPal,0.05,95.16,Completed
2763,201,P0532,2023-09-10,1,354.08,354.08,Debit Card,0.1,28.33,Completed
2764,250,P0336,2024-09-10,4,670.05,2680.21,Debit Card,0.0,214.42,Completed
2765,220,P0216,2023-09-22,3,550.8,1652.39,Debit Card,0.0,132.19,Completed
2766,406,P0157,2024-09-01,2,1285.04,2570.07,PayPal,0.1,205.61,Completed
2767,350,P0120,2024-03-04,3,221.95,665.85,Credit Card,0.0,53.27,Completed
2768,442,P0837,2023-09-14,1,1872.98,1872.98,Cash,0.0,149.84,Pending
2769,148,P0844,2024-06-01,4,771.95,3087.79,Cash,0.1,247.02,Pending
2770,207,P0105,2023-02-25,3,1143.46,3430.37,PayPal,0.05,274.43,Completed
2771,50,P0087,2024-08-15,3,821.26,2463.77,Debit Card,0.1,197.1,Completed
2772,154,P0162,2024-01-16,3,107.17,321.51,Cash,0.0,25.72,Completed
2773,376,P0222,2023-03-25,1,254.01,254.01,Debit Card,0.05,20.32,Completed
2774,196,P0743,2023-06-15,3,648.01,1944.04,Credit Card,0.0,155.52,Failed
2775,2,P0210,2023-09-14,4,1222.34,4889.34,Cash,0.1,391.15,Completed
2776,457,P0625,2023-02-26,1,680.33,680.33,Debit Card,0.15,54.43,Completed
2777,381,P0367,2024-02-14,3,475.52,1426.55,Cash,0.0,114.12,Completed
2778,23,P0921,2024-09-21,1,832.4,832.4,Credit Card,0.0,66.59,Completed
2779,207,P0081,2024-09-18,3,765.1,2295.29,PayPal,0.0,183.62,Completed
2780,35,P0249,2023-02-02,4,1609.14,6436.57,Cash,0.0,514.93,Completed
2781,25,P0756,2024-12-01,3,347.65,1042.95,Cash,0.0,83.44,Completed
2782,33,P0915,2024-09-11,3,627.54,1882.62,PayPal,0.1,150.61,Completed
2783,116,P0965,2023-04-08,3,1876.59,5629.77,Credit Card,0.0,450.38,Completed
2784,472,P0488,2023-01-12,1,58.49,58.49,Cash,0.0,4.68,Completed
2785,170,P0077,2024-01-27,1,1864.94,1864.94,Debit Card,0.0,149.2,Completed
2786,174,P0510,2023-03-16,3,1096.6,3289.8,Debit Card,0.0,263.18,Completed
2787,391,P0721,2023-09-07,4,693.16,2772.66,PayPal,0.0,221.81,Completed
2788,83,P0186,2024-10-28,1,1957.58,1957.58,Cash,0.05,156.61,Completed
2789,267,P0507,2024-03-29,2,1040.17,2080.33,Credit Card,0.05,166.43,Completed
2790,404,P0022,2024-07-25,4,957.22,3828.87,Credit Card,0.05,306.31,Completed
2791,65,P0472,2024-04-16,2,749.81,1499.63,Credit Card,0.2,119.97,Completed
2792,363,P0886,2023-12-26,4,320.17,1280.67,Debit Card,0.0,102.45,Pending
2793,10,P0542,2023-05-29,4,257.67,1030.67,Cash,0.1,82.45,Completed
2794,451,P0093,2024-02-26,4,856.36,3425.43,PayPal,0.0,274.03,Completed
2795,434,P0040,2023-06-12,2,1191.11,2382.21,Debit Card,0.1,190.58,Completed
2796,484,P0385,2023-04-01,1,1670.05,1670.05,Cash,0.15,133.6,Completed
2797,40,P0610,2023-01-19,4,1234.58,4938.33,PayPal,0.0,395.07,Completed
2798,434,P0885,2024-09-16,4,1022.57,4090.26,Cash,0.15,327.22,Completed
2799,488,P0451,2023-11-19,1,517.57,517.57,Cash,0.0,41.41,Completed
2800,248,P0432,2023-03-26,4,1697.94,6791.77,Credit Card,0.2,543.34,Completed
2801,408,P0345,2023-12-23,3,81.56,244.68,PayPal,0.0,19.57,Completed
2802,463,P0621,2023-02-05,4,1630.64,6522.54,Cash,0.0,521.8,Completed
2803,87,P0154,2023-10-02,1,1036.84,1036.84,PayPal,0.0,82.95,Completed
2804,194,P0764,2023-10-01,3,876.63,2629.89,Debit Card,0.15,210.39,Completed
2805,312,P0438,2023-12-16,1,1538.33,1538.33,Debit Card,0.05,123.07,Completed
2806,281,P0519,2024-11-06,2,1241.29,2482.58,Debit Card,0.1,198.61,Completed
2807,35,P0495,2023-03-20,2,1034.02,2068.04,PayPal,0.0,165.44,Completed
2808,364,P0232,2024-01-19,4,1969.85,7879.39,Debit Card,0.0,630.35,Completed
2809,85,P0909,2023-10-20,1,1261.46,1261.46,Cash,0.0,100.92,Completed
2810,446,P0659,2023-03-07,2,1480.79,2961.57,PayPal,0.1,236.93,Completed
2811,415,P0821,2024-04-30,4,255.62,1022.5,PayPal,0.0,81.8,Completed
2812,150,P0341,2023-06-15,1,1495.81,1495.81,Debit Card,0.0,119.66,Completed
2813,167,P0404,2023-04-07,1,1159.69,1159.69,Cash,0.0,92.78,Completed
2814,36,P0902,2024-01-02,4,1157.13,4628.54,Debit Card,0.0,370.28,Completed
2815,487,P0174,2023-01-16,3,693.36,2080.09,Debit Card,0.1,166.41,Completed
2816,399,P0111,2024-05-27,3,270.21,810.62,PayPal,0.0,64.85,Completed
2817,421,P0479,2024-07-04,4,1357.68,5430.73,Cash,0.0,434.46,Failed
2818,89,P0375,2023-01-29,1,319.99,319.99,Debit Card,0.2,25.6,Completed
2819,387,P0506,2024-03-27,2,1647.77,3295.54,PayPal,0.0,263.64,Completed
2820,227,P0596,2024-08-10,1,1582.95,1582.95,Debit Card,0.0,126.64,Completed
2821,158,P0328,2024-12-22,1,375.56,375.56,Debit Card,0.0,30.04,Completed
2822,341,P0870,2024-05-22,3,767.74,2303.21,Credit Card,0.05,184.26,Completed
2823,472,P0667,2024-06-16,3,1376.35,4129.04,Credit Card,0.0,330.32,Completed
2824,477,P0576,2023-06-14,4,1200.52,4802.1,PayPal,0.05,384.17,Completed
2825,256,P0061,2024-01-22,4,77.99,311.94,Debit Card,0.1,24.96,Completed
2826,457,P0031,2023-12-15,3,1565.43,4696.29,Debit Card,0.15,375.7,Completed
2827,264,P0311,2023-06-28,4,283.78,1135.11,Credit Card,0.0,90.81,Failed
2828,337,P0907,2023-06-16,3,590.72,1772.17,Debit Card,0.05,141.77,Completed
2829,265,P0235,2023-06-09,1,1141.83,1141.83,Cash,0.2,91.35,Completed
2830,69,P0294,2023-08-09,1,1586.27,1586.27,Cash,0.05,126.9,Pending
2831,392,P0578,2024-07-07,1,386.17,386.17,Debit Card,0.0,30.89,Completed
2832,329,P0547,2024-09-02,3,526.51,1579.54,Debit Card,0.05,126.36,Failed
2833,262,P0693,2023-09-14,2,977.36,1954.72,PayPal,0.1,156.38,Completed
2834,463,P0557,2023-02-04,2,484.04,968.08,Credit Card,0.0,77.45,Completed
2835,216,P0863,2023-09-13,4,1677.42,6709.66,PayPal,0.05,536.77,Completed
2836,91,P0984,2023-07-18,3,1125.49,3376.47,Cash,0.1,270.12,Completed
2837,458,P0109,2024-06-01,3,1326.42,3979.27,Debit Card,0.0,318.34,Completed
2838,247,P0866,2023-03-09,3,923.86,2771.57,Debit Card,0.0,221.73,Completed
2839,492,P0504,2023-05-04,1,158.55,158.55,Cash,0.2,12.68,Completed
2840,358,P0483,2024-06-24,1,549.41,549.41,Credit Card,0.0,43.95,Completed
2841,143,P0838,2024-07-24,4,385.04,1540.17,Credit Card,0.0,123.21,Completed
2842,204,P0355,2023-11-16,1,1501.39,1501.39,Credit Card,0.0,120.11,Failed
2843,39,P0130,2024-07-29,3,266.32,798.95,Cash,0.1,63.92,Completed
2844,177,P0265,2024-02-19,3,282.99,848.97,Credit Card,0.0,67.92,Completed
2845,406,P0355,2024-09-11,1,571.91,571.91,Credit Card,0.1,45.75,Completed
2846,323,P0006,2023-03-11,4,332.03,1328.1,Debit Card,0.0,106.25,Completed
2847,165,P0031,2023-02-09,4,1829.88,7319.51,Credit Card,0.05,585.56,Completed
2848,459,P0793,2024-02-02,3,701.21,2103.63,Cash,0.1,168.29,Completed
2849,425,P0387,2024-03-03,3,1866.05,5598.14,Credit Card,0.0,447.85,Completed
2850,12,P0244,2024-10-08,1,243.97,243.97,Debit Card,0.05,19.52,Completed
2851,179,P0293,2024-11-15,3,1477.82,4433.47,Credit Card,0.0,354.68,Completed
2852,16,P0176,2024-01-03,4,128.66,514.62,PayPal,0.0,41.17,Completed
2853,354,P0750,2024-03-01,4,1606.0,6423.98,Cash,0.0,513.92,Completed
2854,435,P0536,2023-06-04,4,1315.74,5262.94,PayPal,0.0,421.04,Completed
2855,130,P0068,2023-04-22,3,1902.42,5707.27,Cash,0.2,456.58,Completed
2856,286,P0005,2024-06-28,2,383.03,766.05,Credit Card,0.0,61.28,Completed
2857,224,P0152,2024-07-05,4,479.63,1918.5,Credit Card,0.0,153.48,Completed
2858,220,P0145,2024-03-11,1,707.01,707.01,PayPal,0.1,56.56,Completed
2859,114,P0495,2024-11-23,3,758.5,2275.5,Credit Card,0.0,182.04,Completed
2860,448,P0598,2023-11-11,4,350.03,1400.13,Cash,0.2,112.01,Pending
2861,143,P0931,2023-03-16,3,911.95,2735.86,Credit Card,0.0,218.87,Completed
2862,364,P0708,2024-08-04,1,1603.66,1603.66,Credit Card,0.1,128.29,Completed
2863,200,P0275,2024-06-18,1,964.06,964.06,Cash,0.0,77.13,Completed
2864,92,P0861,2024-09-19,4,566.74,2266.94,Credit Card,0.0,181.36,Completed
2865,169,P0281,2023-01-04,2,523.25,1046.51,PayPal,0.0,83.72,Completed
2866,208,P0260,2024-01-28,2,348.52,697.03,PayPal,0.2,55.76,Completed
2867,81,P0356,2023-02-21,3,1420.35,4261.05,Debit Card,0.2,340.88,Completed
2868,258,P0797,2023-05-22,2,634.95,1269.91,Cash,0.0,101.59,Completed
2869,301,P0288,2024-07-18,2,1041.28,2082.55,Debit Card,0.05,166.6,Completed
2870,242,P0936,2024-08-03,2,1349.16,2698.32,Cash,0.2,215.87,Completed
2871,100,P0061,2024-02-17,3,1726.42,5179.27,Credit Card,0.0,414.34,Completed
2872,46,P0605,2023-03-19,1,851.02,851.02,Credit Card,0.0,68.08,Completed
2873,43,P0068,2024-03-09,4,881.35,3525.41,Credit Card,0.2,282.03,Completed
2874,429,P0937,2023-10-11,2,188.38,376.76,Cash,0.0,30.14,Completed
2875,492,P0491,2023-10-08,3,496.27,1488.82,Cash,0.0,119.11,Completed
2876,417,P0298,2024-04-07,2,332.73,665.47,Credit Card,0.0,53.24,Completed
2877,332,P0947,2024-03-13,4,1973.34,7893.37,Debit Card,0.0,631.47,Completed
2878,225,P0866,2023-08-10,4,1250.88,5003.52,Credit Card,0.0,400.28,Pending
2879,86,P0904,2023-03-11,1,147.83,147.83,Credit Card,0.1,11.83,Completed
2880,302,P0662,2024-04-22,3,1827.2,5481.59,Debit Card,0.0,438.53,Completed
2881,88,P0972,2023-04-17,1,1465.25,1465.25,Cash,0.05,117.22,Completed
2882,304,P0091,2023-02-10,3,1511.76,4535.28,Cash,0.1,362.82,Completed
2883,209,P0600,2023-02-12,1,1272.2,1272.2,PayPal,0.0,101.78,Completed
2884,409,P0553,2024-11-23,3,945.64,2836.93,Credit Card,0.0,226.95,Completed
2885,162,P0465,2024-11-13,3,1301.06,3903.18,PayPal,0.0,312.25,Completed
2886,488,P0531,2023-02-21,4,1508.84,6035.34,Cash,0.0,482.83,Failed
2887,144,P0199,2024-12-19,3,1488.95,4466.86,Credit Card,0.15,357.35,Completed
2888,291,P0460,2024-03-09,1,331.39,331.39,Debit Card,0.0,26.51,Completed
2889,112,P0581,2023-08-27,4,1676.31,6705.25,PayPal,0.0,536.42,Completed
2890,115,P0075,2024-01-30,2,1357.23,2714.47,Credit Card,0.0,217.16,Completed
2891,117,P0176,2023-11-05,4,1830.32,7321.29,Cash,0.0,585.7,Completed
2892,176,P0350,2024-09-03,3,998.89,2996.67,PayPal,0.2,239.73,Completed
2893,8,P0087,2023-10-15,2,759.46,1518.93,PayPal,0.0,121.51,Completed
2894,158,P0430,2023-05-23,4,624.65,2498.58,PayPal,0.0,199.89,Completed
2895,462,P0296,2024-02-19,2,1616.68,3233.35,Debit Card,0.0,258.67,Completed
2896,460,P0690,2024-02-24,1,767.66,767.66,PayPal,0.0,61.41,Completed
2897,246,P0589,2024-07-29,1,1476.92,1476.92,Credit Card,0.0,118.15,Completed
2898,237,P0141,2023-09-17,3,352.17,1056.51,PayPal,0.0,84.52,Pending
2899,130,P0537,2024-12-24,3,1230.73,3692.19,Debit Card,0.0,295.38,Failed
2900,370,P0019,2024-02-23,2,729.36,1458.71,Cash,0.2,116.7,Completed
2901,209,P0134,2024-09-29,3,1933.72,5801.17,Cash,0.15,464.09,Completed
2902,213,P0833,2024-11-15,2,1811.9,3623.8,Debit Card,0.0,289.9,Completed
2903,212,P0356,2024-05-21,1,584.37,584.37,Cash,0.05,46.75,Completed
2904,483,P0500,2023-07-10,3,1055.26,3165.79,Credit Card,0.0,253.26,Completed
2905,7,P0128,2023-02-13,3,1499.47,4498.4,Debit Card,0.0,359.87,Completed
2906,481,P0922,2023-12-14,3,801.85,2405.54,Credit Card,0.0,192.44,Completed
2907,182,P0451,2023-10-14,1,228.53,228.53,Credit Card,0.0,18.28,Completed
2908,497,P0403,2024-07-29,4,1094.22,4376.9,Debit Card,0.0,350.15,Completed
2909,447,P0872,2024-04-21,2,1570.77,3141.55,PayPal,0.05,251.32,Completed
2910,157,P0425,2023-05-14,3,1513.77,4541.3,Credit Card,0.0,363.3,Completed
2911,411,P0946,2024-09-03,2,1859.94,3719.89,Cash,0.0,297.59,Failed
2912,464,P0566,2024-01-09,3,1565.71,4697.14,Cash,0.0,375.77,Completed
2913,81,P0468,2024-02-08,4,99.75,399.01,PayPal,0.1,31.92,Completed
2914,259,P0689,2023-07-17,2,148.69,297.38,PayPal,0.0,23.79,Completed
2915,207,P0294,2023-10-19,4,486.17,1944.67,PayPal,0.0,155.57,Pending
2916,344,P0749,2023-07-11,4,111.19,444.76,PayPal,0.0,35.58,Completed
2917,345,P0902,2023-11-13,1,133.37,133.37,Credit Card,0.0,10.67,Completed
2918,107,P0334,2023-03-09,1,1504.28,1504.28,Cash,0.0,120.34,Completed
2919,47,P0754,2024-11-22,3,361.3,1083.91,PayPal,0.0,86.71,Completed
2920,366,P0944,2024-11-12,3,331.11,993.34,PayPal,0.15,79.47,Completed
2921,66,P0972,2023-10-19,3,228.28,684.84,Debit Card,0.0,54.79,Completed
2922,146,P0761,2024-10-09,2,1785.69,3571.38,Cash,0.1,285.71,Completed
2923,203,P0398,2024-10-11,2,873.51,1747.02,Debit Card,0.0,139.76,Completed
2924,152,P0502,2024-01-30,2,465.78,931.56,Cash,0.0,74.52,Failed
2925,68,P0126,2024-03-23,3,878.14,2634.41,Debit Card,0.0,210.75,Completed
2926,457,P0986,2024-05-22,4,1910.12,7640.47,Cash,0.0,611.24,Completed
2927,142,P0119,2024-03-27,1,946.7,946.7,Credit Card,0.0,75.74,Completed
2928,489,P0068,2023-05-25,4,1094.03,4376.1,Credit Card,0.0,350.09,Completed
2929,1,P0640,2024-07-19,1,1467.99,1467.99,Debit Card,0.0,117.44,Completed
2930,395,P0952,2023-09-13,2,1770.18,3540.36,Credit Card,0.0,283.23,Completed
2931,243,P0269,2023-03-02,4,1806.32,7225.3,PayPal,0.0,578.02,Failed
2932,423,P0033,2024-12-15,2,930.34,1860.69,PayPal,0.0,148.86,Completed
2933,435,P0740,2024-10-20,2,1898.31,3796.62,Credit Card,0.0,303.73,Completed
2934,194,P0982,2024-08-30,1,1504.31,1504.31,PayPal,0.0,120.34,Completed
2935,17,P0488,2023-10-26,3,1125.97,3377.9,PayPal,0.0,270.23,Completed
2936,179,P0484,2024-07-25,1,1823.52,1823.52,Cash,0.0,145.88,Completed
2937,498,P0171,2023-10-21,4,1210.91,4843.64,Credit Card,0.15,387.49,Completed
2938,334,P0946,2024-08-22,1,1481.9,1481.9,Debit Card,0.15,118.55,Completed
2939,335,P0166,2024-08-24,1,1051.67,1051.67,Debit Card,0.0,84.13,Completed
2940,354,P0035,2024-06-23,4,271.84,1087.34,Cash,0.0,86.99,Completed
2941,79,P0893,2024-04-10,1,267.44,267.44,Credit Card,0.0,21.4,Completed
2942,463,P0042,2024-10-05,2,537.05,1074.1,Debit Card,0.0,85.93,Completed
2943,243,P0090,2023-06-14,3,741.25,2223.76,Cash,0.1,177.9,Completed
2944,151,P0858,2023-08-31,4,1170.34,4681.36,Debit Card,0.05,374.51,Completed
2945,231,P0690,2023-08-13,3,1642.97,4928.9,PayPal,0.0,394.31,Pending
2946,16,P0300,2023-07-27,2,476.79,953.59,Debit Card,0.1,76.29,Completed
2947,244,P0563,2024-10-20,2,1829.63,3659.25,Cash,0.0,292.74,Completed
2948,38,P0796,2023-10-11,4,1971.54,7886.16,Cash,0.0,630.89,Completed
2949,87,P0578,2024-01-17,2,950.94,1901.88,Credit Card,0.0,152.15,Completed
2950,482,P0532,2023-10-05,1,887.13,887.13,Debit Card,0.1,70.97,Completed
2951,59,P0088,2024-07-02,3,1418.23,4254.69,Debit Card,0.1,340.38,Completed
2952,37,P0301,2024-04-07,2,463.18,926.36,Cash,0.0,74.11,Failed
2953,87,P0428,2023-12-26,3,1337.37,4012.1,Cash,0.0,320.97,Completed
2954,248,P0499,2023-05-16,4,590.81,2363.25,Cash,0.0,189.06,Completed
2955,247,P0770,2024-03-23,3,531.59,1594.77,Credit Card,0.0,127.58,Completed
2956,87,P0013,2023-10-17,3,239.59,718.76,Debit Card,0.0,57.5,Completed
2957,226,P0176,2023-06-14,1,1403.6,1403.6,PayPal,0.1,112.29,Completed
2958,296,P0651,2024-11-22,2,803.79,1607.58,PayPal,0.0,128.61,Completed
2959,35,P0618,2023-05-03,4,1735.86,6943.42,Credit Card,0.0,555.47,Completed
2960,347,P0037,2024-03-07,4,1456.47,5825.89,PayPal,0.0,466.07,Completed
2961,366,P0664,2024-12-06,2,1235.35,2470.7,Cash,0.0,197.66,Completed
2962,368,P0117,2024-10-01,4,1191.67,4766.67,Debit Card,0.15,381.33,Failed
2963,125,P0260,2024-11-21,4,1056.42,4225.68,Debit Card,0.0,338.05,Pending
2964,80,P0955,2024-12-15,4,700.97,2803.89,PayPal,0.0,224.31,Completed
2965,426,P0997,2023-06-14,4,487.76,1951.06,Credit Card,0.15,156.08,Completed
2966,416,P0300,2024-12-24,3,1235.06,3705.17,Cash,0.2,296.41,Completed
2967,229,P0406,2023-11-30,2,339.66,679.33,PayPal,0.0,54.35,Completed
2968,242,P0253,2024-05-08,4,1155.63,4622.51,PayPal,0.05,369.8,Completed
2969,412,P0492,2024-02-15,2,1694.21,3388.42,Cash,0.1,271.07,Completed
2970,4,P0862,2023-08-08,3,1055.16,3165.49,Cash,0.0,253.24,Completed
2971,66,P0136,2023-03-21,3,230.85,692.55,PayPal,0.15,55.4,Completed
2972,332,P0977,2024-12-14,1,1456.38,1456.38,Cash,0.05,116.51,Completed
2973,114,P0126,2024-04-06,2,1843.25,3686.49,Debit Card,0.0,294.92,Completed
2974,92,P0695,2024-03-27,1,121.62,121.62,Debit Card,0.1,9.73,Completed
2975,469,P0141,2023-01-16,4,643.95,2575.79,PayPal,0.05,206.06,Completed
2976,76,P0788,2024-08-14,2,364.16,728.33,Cash,0.0,58.27,Completed
2977,366,P0546,2024-12-26,1,106.38,106.38,Cash,0.2,8.51,Failed
2978,333,P0427,2023-10-22,4,1661.41,6645.63,Credit Card,0.0,531.65,Completed
2979,31,P0829,2023-10-25,2,138.06,276.12,Cash,0.0,22.09,Completed
2980,413,P0209,2024-05-12,2,1666.08,3332.16,Credit Card,0.0,266.57,Completed
2981,360,P0387,2024-04-11,4,1829.26,7317.02,Cash,0.0,585.36,Completed
2982,396,P0667,2023-01-19,1,149.4,149.4,Debit Card,0.15,11.95,Completed
2983,300,P0059,2024-08-15,1,699.58,699.58,PayPal,0.0,55.97,Completed
2984,445,P0779,2024-02-03,4,1849.6,7398.41,Debit Card,0.0,591.87,Completed
2985,497,P0343,2024-03-22,3,1679.87,5039.62,PayPal,0.0,403.17,Completed
2986,237,P0466,2023-07-22,4,1302.54,5210.15,Credit Card,0.0,416.81,Completed
2987,231,P0904,2023-07-22,3,534.9,1604.7,Cash,0.1,128.38,Completed
2988,225,P0174,2024-04-10,4,1808.88,7235.51,Cash,0.0,578.84,Completed
2989,176,P0421,2024-04-19,3,1392.85,4178.54,Debit Card,0.0,334.28,Completed
2990,171,P0058,2023-04-17,1,1811.48,1811.48,Credit Card,0.2,144.92,Completed
2991,226,P0917,2023-08-07,3,1390.46,4171.38,PayPal,0.0,333.71,Completed
2992,266,P0287,2024-06-09,1,1310.21,1310.21,Debit Card,0.0,104.82,Completed
2993,205,P0478,2023-12-21,2,381.92,763.84,PayPal,0.0,61.11,Completed
2994,175,P0262,2023-05-06,3,1560.14,4680.41,Cash,0.0,374.43,Failed
2995,143,P0723,2023-02-13,2,287.61,575.22,PayPal,0.05,46.02,Completed
2996,227,P0796,2023-01-27,1,1749.61,1749.61,Cash,0.0,139.97,Completed
2997,43,P0089,2023-07-24,2,760.43,1520.87,Credit Card,0.1,121.67,Completed
2998,83,P0929,2023-02-03,4,1910.72,7642.89,Cash,0.0,611.43,Completed
2999,316,P0258,2024-03-17,4,1149.13,4596.54,PayPal,0.05,367.72,Completed
3000,357,P0814,2024-05-06,4,1861.01,7444.05,Debit Card,0.05,595.52,Completed
3001,135,P0862,2023-04-01,1,1904.53,1904.53,PayPal,0.05,152.36,Completed
3002,23,P0845,2024-04-21,1,1452.0,1452.0,Cash,0.0,116.16,Completed
3003,58,P0943,2023-12-24,3,1722.35,5167.06,Credit Card,0.0,413.36,Completed
3004,372,P0511,2023-11-25,1,1382.5,1382.5,PayPal,0.0,110.6,Pending
3005,81,P0950,2023-01-20,4,1515.83,6063.31,Cash,0.05,485.06,Completed
3006,239,P0147,2024-12-26,1,1678.01,1678.01,Debit Card,0.0,134.24,Pending
3007,369,P0240,2024-07-18,2,845.33,1690.67,Debit Card,0.0,135.25,Completed
3008,352,P0712,2024-07-14,4,720.13,2880.54,Cash,0.0,230.44,Completed
3009,478,P0022,2023-10-10,3,1496.65,4489.94,Debit Card,0.2,359.2,Completed
3010,455,P0027,2023-01-27,1,212.38,212.38,PayPal,0.05,16.99,Completed
3011,165,P0382,2024-04-06,4,857.56,3430.25,PayPal,0.0,274.42,Completed
